0.155523
0.1293
0.107076
0.0572133
0.0519628
0.0458512
0.0841401
0.117382
0.140288
0.136785
0.145123
0.104726
0.165409
0.127996
0.147998
0.133654
0.126524
0.153741
0.152973
0.145874
0.136017
0.16231
0.156877
0.16235
0.14754
0.145732
0.16097
0.152293
0.114486
0.159174
0.155057
0.0602022
0.148983
0.137053
0.154123
0.162458
0.153698
0.162358
0.159157
0.160696
0.141774
0.156316
0.055367
0.154458
0.0609356
0.144998
0.14196
0.144726
0.148804
0.144551
0.0578832
0.0486448
0.151068
0.153254
0.166214
0.0485241
0.060436
0.0586011
0.0696937
0.149524
0.143027
0.145204
0.15491
0.155521
0.151657
0.137835
0.148094
0.13959
0.144197
0.155077
0.153297
0.143818
0.15755
0.149891
0.149767
0.0958268
0.140476
0.146376
0.155761
0.137753
0.161982
0.158956
0.0793215
0.106824
0.156745
0.137461
0.150141
0.119668
0.15493
0.145738
0.145514
0.100849
0.159592
0.152902
0.131187
0.154469
0.155796
0.171351
0.154393
8,2.26887,3.22928,3.70793,4.16147,4.381,4.55395,4.64459,4.68405,5.41839,5.43773,215499,469574
16,2.90997,4.89253,6.30041,7.23258,7.84947,8.60983,8.94366,10.5791,10.1759,10.4486,241982,505640
32,4.04437,6.45992,9.05044,11.6096,13.865,15.2144,16.5669,18.684,18.0699,19.3285,195311,387944
64,4.26954,7.83014,11.4009,16.5688,21.3747,25.8886,29.19,30.9814,33.0359,33.7484,252529,497673
128,4.68838,8.5049,13.8306,6.93511,15.2774,34.7692,0.239498,0.48807,0.324296,12.4531,211129,423401
256,3.53421,6.43914,10.0878,16.5919,23.6894,30.1559,5.12948,28.438,0.359895,7.5507,209432,422528
512,3.52086,0.161272,0.766594,2.27166,23.7292,2.67569,4.53249,0.565349,1.95322,0.671481,202205,472703
8,0.0180817,0.0468785,0.0901886,0.177663,0.349947,0.669923,1.17182,1.69928,0.96599,1.6368,2.44022,3.24141,3.76388,4.14576
16,0.023834,0.0453239,0.0897487,0.186259,0.35616,0.585109,1.32516,2.30185,1.12956,1.97325,3.24602,4.38143,6.13785,7.2237
32,0.0240704,0.0442575,0.0940718,0.186441,0.363543,0.737618,1.4171,2.67008,1.19015,2.25815,3.912,6.3427,8.88104,11.7814
64,0.0236007,0.0458722,0.0930429,0.188693,0.352549,0.755938,1.45697,2.82918,1.23307,2.38468,4.35225,7.59125,12.0393,16.5397
128,0.0234953,0.0468915,0.094221,0.188847,0.360562,0.62161,1.49613,2.85808,1.19482,2.46005,4.57847,8.48983,13.806,19.5759
256,0.0231379,0.0453997,0.0741886,0.184084,0.369529,0.772875,1.48844,2.99965,1.25666,2.4598,4.53339,8.50326,13.0605,20.4808
512,0.0228598,0.0471216,0.0951196,0.185466,0.360821,0.761451,1.34497,2.6613,0.915616,2.17712,4.28921,6.59791,6.11926,1.93525
0.959866,8,0.0118622,0.0216131,0.0557767,32,0.0115902,0.0365766,
